Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
McDonald's,78729,06/29/2015,90,"13749 N US 183 HWY
AUSTIN, TX 78729
",2802094,Routine Inspection
McDonald's,78729,08/13/2014,89,"13749 N US 183 HWY
AUSTIN, TX 78729
",2802094,Routine Inspection
McDonald's,78750,08/18/2015,85,"12801 N FM 620 RD NB
AUSTIN, TX 78750
",2802294,Routine Inspection
McDonald's,78750,09/18/2014,90,"12801 N FM 620 RD NB
AUSTIN, TX 78750
",2802294,Routine Inspection
McDonald's   #14774,78749,06/02/2015,83,"5017 W US 290 HWY EB
AUSTIN, TX 78749
",2801761,Routine Inspection
McDonald's   #14774,78749,06/09/2014,94,"5017 W US 290 HWY EB
AUSTIN, TX 78749
",2801761,Routine Inspection
McDonald's   #14774,78749,11/04/2013,80,"5017 W US 290 HWY EB
AUSTIN, TX 78749
",2801761,Routine Inspection
McDonald's   #14774,78749,11/30/2015,91,"5017 W US 290 HWY EB
AUSTIN, TX 78749
",2801761,Routine Inspection
McDonald's   #14774,78749,12/15/2014,79,"5017 W US 290 HWY EB
AUSTIN, TX 78749
",2801761,Routine Inspection
McDonald's #7877,78735,02/02/2016,93,"7010 W SH 71
AUSTIN, TX 78735
",2801429,Routine Inspection
McDonald's #7877,78735,03/20/2015,92,"7010 W SH 71
AUSTIN, TX 78735
",2801429,Routine Inspection
McDonald's #7877,78735,03/31/2014,78,"7010 W SH 71
AUSTIN, TX 78735
",2801429,Routine Inspection
McDonald's #7877,78735,07/18/2013,100,"7010 W SH 71
AUSTIN, TX 78735
",2801429,Routine Inspection
McDonald's #7877,78735,08/28/2015,100,"7010 W SH 71
AUSTIN, TX 78735
",2801429,Routine Inspection
McDonald's #7877,78735,10/07/2014,81,"7010 W SH 71
AUSTIN, TX 78735
",2801429,Routine Inspection
Menchie's Frozen Yogurt,78732,01/08/2016,98,"5145 N FM 620 RD Bunit 180
AUSTIN, TX 78732
",10883922,Routine Inspection
Menchie's Frozen Yogurt,78732,01/30/2014,100,"5145 N FM 620 RD Bunit 180
AUSTIN, TX 78732
",10883922,Routine Inspection
Menchie's Frozen Yogurt,78732,02/19/2015,97,"5145 N FM 620 RD Bunit 180
AUSTIN, TX 78732
",10883922,Routine Inspection
Menchie's Frozen Yogurt,78613,02/25/2015,100,"14028 N US 183 HWY SVRD SB Bunit 165
AUSTIN, TX 78613
",11075955,Routine Inspection
Menchie's Frozen Yogurt,78732,06/27/2014,100,"5145 N FM 620 RD Bunit 180
AUSTIN, TX 78732
",10883922,Routine Inspection
Menchie's Frozen Yogurt,78613,07/17/2015,95,"14028 N US 183 HWY SVRD SB Bunit 165
AUSTIN, TX 78613
",11075955,Routine Inspection
Menchie's Frozen Yogurt,78732,08/01/2013,90,"5145 N FM 620 RD Bunit 180
AUSTIN, TX 78732
",10883922,Routine Inspection
Menchie's Frozen Yogurt,78732,08/03/2015,100,"5145 N FM 620 RD Bunit 180
AUSTIN, TX 78732
",10883922,Routine Inspection
Menchie's Frozen Yogurt,78613,09/23/2014,93,"14028 N US 183 HWY SVRD SB Bunit 165
AUSTIN, TX 78613
",11075955,Routine Inspection
Menchie's Frozen Yogurt,78732,10/30/2014,100,"5145 N FM 620 RD Bunit 180
AUSTIN, TX 78732
",10883922,Routine Inspection
Menchie's Frozen Yogurt,78613,12/22/2015,100,"14028 N US 183 HWY SVRD SB Bunit 165
AUSTIN, TX 78613
",11075955,Routine Inspection
Metro Mart,78728,02/10/2015,100,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2803450,Routine Inspection
Metro Mart,78728,03/26/2014,97,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2803450,Routine Inspection
Metro Mart,78728,03/30/2016,89,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2803450,Routine Inspection
Metro Mart,78728,05/20/2015,100,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2803450,Routine Inspection
Metro Mart,78728,10/03/2014,97,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2803450,Routine Inspection
Metro Mart,78728,10/19/2015,87,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2803450,Routine Inspection
Metro Mart,78728,10/25/2013,100,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2803450,Routine Inspection
Midori,78729,01/07/2015,81,"13435 N US 183 HWY NB Unit 301
AUSTIN, TX 78729
",2802351,Routine Inspection
Midori,78729,02/24/2016,80,"13435 N US 183 HWY NB Unit 301
AUSTIN, TX 78729
",2802351,Routine Inspection
Midori,78729,07/18/2014,74,"13435 N US 183 HWY NB Unit 301
AUSTIN, TX 78729
",2802351,Routine Inspection
Midori,78729,07/29/2015,90,"13435 N US 183 HWY NB Unit 301
AUSTIN, TX 78729
",2802351,Routine Inspection
"Mighty Fine Burgers, Fries and Shakes",78758,03/24/2015,97,"10515 N MOPAC EXPY NB Bunit 205
AUSTIN, TX 78758
",10078771,Routine Inspection
"Mighty Fine Burgers, Fries and Shakes",78758,03/24/2016,94,"10515 N MOPAC EXPY NB Bunit 205
AUSTIN, TX 78758
",10078771,Routine Inspection
"Mighty Fine Burgers, Fries and Shakes",78758,06/03/2014,97,"10515 N MOPAC EXPY NB Bunit 205
AUSTIN, TX 78758
",10078771,Routine Inspection
"Mighty Fine Burgers, Fries and Shakes",78758,08/15/2013,100,"10515 N MOPAC EXPY NB Bunit 205
AUSTIN, TX 78758
",10078771,Routine Inspection
"Mighty Fine Burgers, Fries and Shakes",78758,09/08/2015,100,"10515 N MOPAC EXPY NB Bunit 205
AUSTIN, TX 78758
",10078771,Routine Inspection
"Mighty Fine Burgers, Fries and Shakes",78758,09/22/2014,100,"10515 N MOPAC EXPY NB Bunit 205
AUSTIN, TX 78758
",10078771,Routine Inspection
"Mom's Convenience Store, Inc.",78736,01/06/2016,89,"10900 W US 290 HWY
AUSTIN, TX 78736
",10234230,1st Follow Up to Routine of 50 - 69
"Mom's Convenience Store, Inc.",78736,01/20/2015,92,"10900 W US 290 HWY
AUSTIN, TX 78736
",10234230,Routine Inspection
"Mom's Convenience Store, Inc.",78736,01/29/2014,82,"10900 W US 290 HWY
AUSTIN, TX 78736
",10234230,Routine Inspection
"Mom's Convenience Store, Inc.",78736,06/10/2015,93,"10900 W US 290 HWY
AUSTIN, TX 78736
",10234230,Routine Inspection
"Mom's Convenience Store, Inc.",78736,06/18/2013,93,"10900 W US 290 HWY
AUSTIN, TX 78736
",10234230,Routine Inspection
"Mom's Convenience Store, Inc.",78736,07/31/2014,92,"10900 W US 290 HWY
AUSTIN, TX 78736
",10234230,Routine Inspection
"Mom's Convenience Store, Inc.",78736,12/17/2015,65,"10900 W US 290 HWY
AUSTIN, TX 78736
",10234230,Routine Inspection
Monarch Quick Stop,78722,05/28/2015,100,"1402 E 38TH HALF ST
AUSTIN, TX 78722
",11267675,Routine Inspection
Monarch Quick Stop,78722,10/29/2015,97,"1402 E 38TH HALF ST
AUSTIN, TX 78722
",11267675,Routine Inspection
Moonies Burger House,78750,03/23/2015,96,"13450 N US 183 HWY SB
AUSTIN, TX 78750
",11095956,Routine Inspection
Moonies Burger House,78750,04/07/2016,90,"13450 N US 183 HWY SB
AUSTIN, TX 78750
",11095956,Routine Inspection
Moonies Burger House,78750,10/08/2015,100,"13450 N US 183 HWY SB
AUSTIN, TX 78750
",11095956,Routine Inspection
Moonies Burger House,78750,10/16/2014,88,"13450 N US 183 HWY SB
AUSTIN, TX 78750
",11095956,Routine Inspection
Mr. Gatti's,78734,01/30/2014,100,"3307 N FM 620 RD
AUSTIN, TX 78734
",2801793,Routine Inspection
Mr. Gatti's,78734,03/07/2016,89,"3307 N FM 620 RD
AUSTIN, TX 78734
",2801793,Routine Inspection
Mr. Gatti's,78734,03/18/2015,100,"3307 N FM 620 RD
AUSTIN, TX 78734
",2801793,Routine Inspection
Mr. Gatti's,78723,05/01/2014,83,"7525 E US 290 HWY EB
AUSTIN, TX 78723
",2800837,Routine Inspection
Mr. Gatti's,78723,05/12/2015,87,"7525 E US 290 HWY EB
AUSTIN, TX 78723
",2800837,Routine Inspection
Mr. Gatti's,78734,07/31/2014,100,"3307 N FM 620 RD
AUSTIN, TX 78734
",2801793,Routine Inspection
Mr. Gatti's,78723,08/05/2013,81,"7525 E US 290 HWY EB
AUSTIN, TX 78723
",2800837,Routine Inspection
Mr. Gatti's,78734,09/16/2015,88,"3307 N FM 620 RD
AUSTIN, TX 78734
",2801793,Routine Inspection
Mr. Gatti's,78723,10/27/2015,91,"7525 E US 290 HWY EB
AUSTIN, TX 78723
",2800837,Routine Inspection
Mr. Gatti's,78723,10/28/2014,97,"7525 E US 290 HWY EB
AUSTIN, TX 78723
",2800837,Routine Inspection
Mr. Gatti's,78734,12/18/2014,100,"3307 N FM 620 RD
AUSTIN, TX 78734
",2801793,Routine Inspection
Mr. Gatti's #105,78742,03/17/2015,90,"1555 E SH 71 WB
AUSTIN, TX 78742
",2801796,Routine Inspection
Mr. Gatti's #105,78742,03/31/2014,91,"1555 E SH 71 WB
AUSTIN, TX 78742
",2801796,Routine Inspection
Mr. Gatti's #105,78742,04/14/2016,88,"1555 E SH 71 WB
AUSTIN, TX 78742
",2801796,Routine Inspection
Mr. Gatti's #105,78742,07/08/2013,94,"1555 E SH 71 WB
AUSTIN, TX 78742
",2801796,Routine Inspection
Mr. Gatti's #105,78742,09/21/2015,79,"1555 E SH 71 WB
AUSTIN, TX 78742
",2801796,Routine Inspection
Mr. Gatti's #105,78742,10/03/2014,79,"1555 E SH 71 WB
AUSTIN, TX 78742
",2801796,Routine Inspection
Muangthai Thai Cuisine,78717,04/29/2014,76,"13945 N US 183 HWY NB Bunit 80
AUSTIN, TX 78717
",10246937,Routine Inspection
Muangthai Thai Cuisine,78717,06/09/2015,85,"13945 N US 183 HWY NB Bunit 80
AUSTIN, TX 78717
",10246937,Routine Inspection
Muangthai Thai Cuisine,78717,12/02/2014,70,"13945 N US 183 HWY NB Bunit 80
AUSTIN, TX 78717
",10246937,Routine Inspection
Muangthai Thai Cuisine,78717,12/08/2015,84,"13945 N US 183 HWY NB Bunit 80
AUSTIN, TX 78717
",10246937,Routine Inspection
"Oak Haven Kids Club, LLC",78750,12/21/2015,96,"12809 N FM 620 RD NB Unit 100
AUSTIN, TX 78750
",11369848,Routine Inspection
Oak Hills Food Mart,78735,04/08/2014,94,"6134 W US 290 HWY SVRD WB
AUSTIN, TX 78735
",10438381,Routine Inspection
Oak Hills Food Mart,78735,04/13/2015,87,"6134 W US 290 HWY SVRD WB
AUSTIN, TX 78735
",10438381,Routine Inspection
Oak Hills Food Mart,78735,05/02/2016,96,"6134 W US 290 HWY SVRD WB
AUSTIN, TX 78735
",10438381,Routine Inspection
Oak Hills Food Mart,78735,08/06/2013,86,"6134 W US 290 HWY SVRD WB
AUSTIN, TX 78735
",10438381,Routine Inspection
Oak Hills Food Mart,78735,10/17/2014,92,"6134 W US 290 HWY SVRD WB
AUSTIN, TX 78735
",10438381,Routine Inspection
Oak Hills Food Mart,78735,10/27/2015,93,"6134 W US 290 HWY SVRD WB
AUSTIN, TX 78735
",10438381,Routine Inspection
Osaka Mansun Restaurant,78750,02/23/2015,78,"13492 N US 183 HWY SB
AUSTIN, TX 78750
",2802914,Routine Inspection
Osaka Mansun Restaurant,78750,03/07/2016,80,"13492 N US 183 HWY SB
AUSTIN, TX 78750
",2802914,Routine Inspection
Osaka Mansun Restaurant,78750,07/22/2013,82,"13492 N US 183 HWY SB
AUSTIN, TX 78750
",2802914,Routine Inspection
Osaka Mansun Restaurant,78750,08/25/2014,78,"13492 N US 183 HWY SB
AUSTIN, TX 78750
",2802914,Routine Inspection
Osaka Mansun Restaurant,78750,08/25/2015,87,"13492 N US 183 HWY SB
AUSTIN, TX 78750
",2802914,Routine Inspection
Pacific Star Oyster Bar,78729,01/19/2016,70,"13507 N US 183 HWY
AUSTIN, TX 78729
",10116344,Routine Inspection
Pacific Star Oyster Bar,78729,02/18/2015,79,"13507 N US 183 HWY
AUSTIN, TX 78729
",10116344,Routine Inspection
Pacific Star Oyster Bar,78729,07/23/2013,90,"13507 N US 183 HWY
AUSTIN, TX 78729
",10116344,Routine Inspection
Pacific Star Oyster Bar,78729,08/19/2014,71,"13507 N US 183 HWY
AUSTIN, TX 78729
",10116344,Routine Inspection
Pacific Star Oyster Bar,78729,08/25/2015,77,"13507 N US 183 HWY
AUSTIN, TX 78729
",10116344,Routine Inspection
Papa John's #928,78726,01/22/2015,93,"11521 N FM 620 RD Bunit 675
AUSTIN, TX 78726
",2802805,Routine Inspection
Papa John's #928,78726,03/31/2014,94,"11521 N FM 620 RD Bunit 675
AUSTIN, TX 78726
",2802805,Routine Inspection
Papa John's #928,78726,06/22/2015,88,"11521 N FM 620 RD Bunit 675
AUSTIN, TX 78726
",2802805,Routine Inspection
Papa John's #928,78726,07/31/2014,100,"11521 N FM 620 RD Bunit 675
AUSTIN, TX 78726
",2802805,Routine Inspection
Papa John's #928,78726,10/29/2013,96,"11521 N FM 620 RD Bunit 675
AUSTIN, TX 78726
",2802805,Routine Inspection
Papa John's #928,78726,11/24/2015,93,"11521 N FM 620 RD Bunit 675
AUSTIN, TX 78726
",2802805,Routine Inspection
Papa John's Pizza #933,78728,01/20/2015,100,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2800846,Routine Inspection
Papa John's Pizza #933,78728,03/01/2016,91,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2800846,Routine Inspection
Papa John's Pizza #933,78728,03/11/2014,92,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2800846,Routine Inspection
Papa John's Pizza #933,78728,03/27/2015,100,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2800846,Routine Inspection
Papa John's Pizza #933,78728,09/03/2015,88,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2800846,Routine Inspection
Papa John's Pizza #933,78728,09/09/2014,95,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2800846,Routine Inspection
Papa John's Pizza #933,78728,10/08/2013,96,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2800846,Routine Inspection
Papa Murphy's Pizza,78750,02/12/2016,93,"12129 N FM 620 RD Bunit 100
AUSTIN, TX 78750
",11301596,Routine Inspection
Papa Murphy's Pizza,78750,04/01/2015,85,"12856 N US 183 HWY
AUSTIN, TX 78750
",11233999,Routine Inspection
Papa Murphy's Pizza,78726,05/20/2015,91,"11404 FM 2222 RD Unit 4
AUSTIN, TX 78726
",11234026,Routine Inspection
Papa Murphy's Pizza,78726,05/26/2015,100,"11404 FM 2222 RD Unit 4
AUSTIN, TX 78726
",11234026,Routine Inspection
Papa Murphy's Pizza,78750,08/13/2015,100,"12856 N US 183 HWY
AUSTIN, TX 78750
",11233999,Routine Inspection
Papa Murphy's Pizza,78750,09/09/2015,78,"12129 N FM 620 RD Bunit 100
AUSTIN, TX 78750
",11301596,Routine Inspection
Papa Murphy's Pizza,78726,11/12/2015,99,"11404 FM 2222 RD Unit 4
AUSTIN, TX 78726
",11234026,Routine Inspection
Papa Murphy's Pizza,78750,12/31/2015,95,"12856 N US 183 HWY
AUSTIN, TX 78750
",11233999,Routine Inspection
Papalote Taco House,78729,01/07/2016,95,"13219 N US 183 HWY NB Unit 100
AUSTIN, TX 78729
",11365388,Routine Inspection
Paradise Biryani Pointe Indian Cuisine,78728,02/03/2015,89,"1779 W WELLS BRANCH PKWY Unit 102
AUSTIN, TX 78728
",10927114,Routine Inspection
Paradise Biryani Pointe Indian Cuisine,78728,02/17/2016,70,"1779 W WELLS BRANCH PKWY Unit 102
AUSTIN, TX 78728
",10927114,Routine Inspection
Paradise Biryani Pointe Indian Cuisine,78728,02/26/2014,73,"1779 W WELLS BRANCH PKWY Unit 102
AUSTIN, TX 78728
",10927114,Routine Inspection
Paradise Biryani Pointe Indian Cuisine,78728,03/24/2015,89,"1779 W WELLS BRANCH PKWY Unit 102
AUSTIN, TX 78728
",10927114,Routine Inspection
Paradise Biryani Pointe Indian Cuisine,78728,08/27/2015,75,"1779 W WELLS BRANCH PKWY Unit 102
AUSTIN, TX 78728
",10927114,Routine Inspection
Paradise Biryani Pointe Indian Cuisine,78728,09/25/2014,88,"1779 W WELLS BRANCH PKWY Unit 102
AUSTIN, TX 78728
",10927114,Routine Inspection
Peace Bakery & Deli,78758,01/15/2016,78,"11220 N LAMAR BLVD Bunit 150
AUSTIN, TX 78758
",11191821,Routine Inspection
Peace Bakery & Deli,78758,02/19/2015,87,"11220 N LAMAR BLVD Bunit 150
AUSTIN, TX 78758
",11191821,Routine Inspection
Peace Bakery & Deli,78758,08/13/2015,81,"11220 N LAMAR BLVD Bunit 150
AUSTIN, TX 78758
",11191821,Routine Inspection
Pei Wei Asian Diner,78729,01/14/2014,78,"13429 N US 183 HWY
AUSTIN, TX 78729
",10004511,Routine Inspection
Pei Wei Asian Diner,78729,02/23/2016,87,"13429 N US 183 HWY
AUSTIN, TX 78729
",10004511,Routine Inspection
Pei Wei Asian Diner,78729,03/04/2015,77,"13429 N US 183 HWY
AUSTIN, TX 78729
",10004511,Routine Inspection
Pei Wei Asian Diner,78729,06/07/2013,92,"13429 N US 183 HWY
AUSTIN, TX 78729
",10004511,Routine Inspection
Pei Wei Asian Diner,78729,09/02/2014,86,"13429 N US 183 HWY
AUSTIN, TX 78729
",10004511,Routine Inspection
Pei Wei Asian Diner,78729,09/15/2015,88,"13429 N US 183 HWY
AUSTIN, TX 78729
",10004511,Routine Inspection
Peoples Pharmacy #4,78750,03/17/2016,100,"13860 N US 183 HWY
AUSTIN, TX 78750
",10529608,Routine Inspection
Peoples Pharmacy #4,78750,03/19/2015,100,"13860 N US 183 HWY
AUSTIN, TX 78750
",10529608,Routine Inspection
Peoples Pharmacy #4,78750,04/21/2014,100,"13860 N US 183 HWY
AUSTIN, TX 78750
",10529608,Routine Inspection
Peoples Pharmacy #4,78750,06/10/2013,94,"13860 N US 183 HWY
AUSTIN, TX 78750
",10529608,Routine Inspection
Peoples Pharmacy #4,78750,09/24/2015,97,"13860 N US 183 HWY
AUSTIN, TX 78750
",10529608,Routine Inspection
Peoples Pharmacy #4,78750,10/13/2014,100,"13860 N US 183 HWY
AUSTIN, TX 78750
",10529608,Routine Inspection
Phil's Ice House,78729,01/06/2015,87,"13265 N US 183 HWY Unit P
AUSTIN, TX 78729
",11008920,Routine Inspection
Phil's Ice House,78729,06/04/2015,97,"13265 N US 183 HWY Unit P
AUSTIN, TX 78729
",11008920,Routine Inspection
Phil's Ice House,78729,07/24/2014,89,"13265 N US 183 HWY Unit P
AUSTIN, TX 78729
",11008920,Routine Inspection
Phil's Ice House,78729,11/10/2015,75,"13265 N US 183 HWY Unit P
AUSTIN, TX 78729
",11008920,Routine Inspection
Pho Dan,78758,02/11/2016,73,"11220 N LAMAR BLVD Bunit 100
AUSTIN, TX 78758
",10044643,Routine Inspection
Pho Dan,78758,03/10/2015,72,"11220 N LAMAR BLVD Bunit 100
AUSTIN, TX 78758
",10044643,Routine Inspection
Pho Dan,78758,09/11/2014,76,"11220 N LAMAR BLVD Bunit 100
AUSTIN, TX 78758
",10044643,Routine Inspection
Pho Dan,78758,09/14/2015,77,"11220 N LAMAR BLVD Bunit 100
AUSTIN, TX 78758
",10044643,Routine Inspection
Pho Dan,78758,11/13/2013,71,"11220 N LAMAR BLVD Bunit 100
AUSTIN, TX 78758
",10044643,Routine Inspection
Pizza Hut,78730,02/23/2015,100,"10601 FM 2222 RD Bldg A
AUSTIN, TX 78730
",2802656,Routine Inspection
Pizza Hut,78730,04/29/2014,97,"10601 FM 2222 RD Bldg A
AUSTIN, TX 78730
",2802656,Routine Inspection
Pizza Hut,78730,07/02/2015,100,"10601 FM 2222 RD Bldg A
AUSTIN, TX 78730
",2802656,Routine Inspection
Pizza Hut,78730,09/26/2014,100,"10601 FM 2222 RD Bldg A
AUSTIN, TX 78730
",2802656,Routine Inspection
Pizza Hut,78730,10/28/2013,94,"10601 FM 2222 RD Bldg A
AUSTIN, TX 78730
",2802656,Routine Inspection
Pizza Hut,78730,12/16/2015,91,"10601 FM 2222 RD Bldg A
AUSTIN, TX 78730
",2802656,Routine Inspection
Portobello Brazilian Grill,78728,01/28/2016,85,"2113 W WELLS BRANCH PKWY Unit 1000
AUSTIN, TX 78728
",11354986,Routine Inspection
Potbelly Sandwich Works,78758,01/08/2016,88,"10515 N MOPAC EXPY NB Bunit 300
AUSTIN, TX 78758
",10035755,Routine Inspection
Potbelly Sandwich Works,78758,03/19/2015,80,"10515 N MOPAC EXPY NB Bunit 300
AUSTIN, TX 78758
",10035755,Routine Inspection
Potbelly Sandwich Works,78758,05/27/2014,92,"10515 N MOPAC EXPY NB Bunit 300
AUSTIN, TX 78758
",10035755,Routine Inspection
Potbelly Sandwich Works,78758,08/13/2015,92,"10515 N MOPAC EXPY NB Bunit 300
AUSTIN, TX 78758
",10035755,Routine Inspection
Potbelly Sandwich Works,78758,09/16/2014,93,"10515 N MOPAC EXPY NB Bunit 300
AUSTIN, TX 78758
",10035755,Routine Inspection
Potbelly Sandwich Works,78758,10/16/2013,88,"10515 N MOPAC EXPY NB Bunit 300
AUSTIN, TX 78758
",10035755,Routine Inspection
Proof & Cooper,78738,02/05/2016,97,"18800 HAMILTON POOL RD
AUSTIN, TX 78738
",11341731,Routine Inspection
Quality Inn & Suites,78617,03/18/2015,96,"2751 E SH 71 WB
AUSTIN, TX 78617
",10672255,Routine Inspection
Quality Inn & Suites,78617,04/03/2014,93,"2751 E SH 71 WB
AUSTIN, TX 78617
",10672255,Routine Inspection
Quality Inn & Suites,78617,04/18/2016,88,"2751 E SH 71 WB
AUSTIN, TX 78617
",10672255,Routine Inspection
Quality Inn & Suites,78617,09/18/2015,90,"2751 E SH 71 WB
AUSTIN, TX 78617
",10672255,Routine Inspection
Quality Inn & Suites,78617,10/03/2014,88,"2751 E SH 71 WB
AUSTIN, TX 78617
",10672255,Routine Inspection
Race Express,78744,07/20/2015,90,"4718 S US 183 HWY SB
AUSTIN, TX 78744
",11249310,Routine Inspection
Race Express,78744,12/18/2015,97,"4718 S US 183 HWY SB
AUSTIN, TX 78744
",11249310,Routine Inspection
Rack Daddy,78728,02/16/2016,88,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2801505,Routine Inspection
Rack Daddy,78728,03/12/2015,96,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2801505,Routine Inspection
Rack Daddy,78728,06/05/2014,91,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2801505,Routine Inspection
Rack Daddy,78728,06/20/2013,91,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2801505,Routine Inspection
Rack Daddy,78728,08/27/2015,84,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2801505,Routine Inspection
Rack Daddy,78728,12/02/2014,100,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2801505,Routine Inspection
Rack Daddy,78728,12/26/2013,87,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2801505,Routine Inspection
Raggedy Anne's,78728,01/20/2015,86,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2800955,Routine Inspection
Raggedy Anne's,78728,02/25/2016,83,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2800955,Routine Inspection
Raggedy Anne's,78728,03/06/2014,94,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2800955,Routine Inspection
Raggedy Anne's,78728,03/27/2015,92,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2800955,Routine Inspection
Raggedy Anne's,78728,08/26/2015,82,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2800955,Routine Inspection
Raggedy Anne's,78728,09/10/2014,94,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2800955,Routine Inspection
Raggedy Anne's,78728,09/27/2013,97,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2800955,Routine Inspection
Reales Pizza & Cafe,78750,03/23/2015,89,"13450 N US 183 HWY SB
AUSTIN, TX 78750
",2801415,Routine Inspection
Reales Pizza & Cafe,78750,03/31/2016,83,"13450 N US 183 HWY SB
AUSTIN, TX 78750
",2801415,Routine Inspection
Reales Pizza & Cafe,78750,04/17/2014,94,"13450 N US 183 HWY SB
AUSTIN, TX 78750
",2801415,Routine Inspection
Reales Pizza & Cafe,78750,09/17/2014,86,"13450 N US 183 HWY SB
AUSTIN, TX 78750
",2801415,Routine Inspection
Reales Pizza & Cafe,78750,09/29/2015,82,"13450 N US 183 HWY SB
AUSTIN, TX 78750
",2801415,Routine Inspection
Reales Pizza & Cafe,78750,10/09/2013,90,"13450 N US 183 HWY SB
AUSTIN, TX 78750
",2801415,Routine Inspection
"RedFin Seafood Kitchen, LLC",78726,01/26/2016,96,"8300 N FM 620 RD Bunit 800
AUSTIN, TX 78726
",11325196,Routine Inspection
Reel Popcorn,78748,04/03/2015,97,"8708 S CONGRESS AVE Bunit 550
AUSTIN, TX 78748
",10649537,Routine Inspection
Reel Popcorn,78748,04/23/2014,100,"8708 S CONGRESS AVE Bunit 550
AUSTIN, TX 78748
",10649537,Routine Inspection
Reel Popcorn,78748,04/26/2016,98,"8708 S CONGRESS AVE Bunit 550
AUSTIN, TX 78748
",10649537,Routine Inspection
Reel Popcorn,78748,10/05/2015,88,"8708 S CONGRESS AVE Bunit 550
AUSTIN, TX 78748
",10649537,Routine Inspection
Reel Popcorn,78748,10/20/2014,100,"8708 S CONGRESS AVE Bunit 550
AUSTIN, TX 78748
",10649537,Routine Inspection
Reel Popcorn,78748,10/21/2013,100,"8708 S CONGRESS AVE Bunit 550
AUSTIN, TX 78748
",10649537,Routine Inspection
Restaurant Arianas,78725,01/11/2016,71,"9809 FM 969 RD
AUSTIN, TX 78725
",11117926,Routine Inspection
Restaurant Arianas,78725,02/05/2015,87,"9809 FM 969 RD
AUSTIN, TX 78725
",11117926,Routine Inspection
Restaurant Arianas,78725,06/04/2015,90,"9809 FM 969 RD
AUSTIN, TX 78725
",11117926,Routine Inspection
Restaurant Arianas,78725,10/30/2014,79,"9809 FM 969 RD
AUSTIN, TX 78725
",11117926,Routine Inspection
Restaurante Jasmines,78617,01/13/2015,72,"2463 E SH 71 WB Unit 2
AUSTIN, TX 78617
",10488639,Routine Inspection
Restaurante Jasmines,78617,01/20/2016,75,"2463 E SH 71 WB Unit 2
AUSTIN, TX 78617
",10488639,Routine Inspection
Restaurante Jasmines,78617,02/13/2014,90,"2463 E SH 71 WB Unit 2
AUSTIN, TX 78617
",10488639,Routine Inspection
Restaurante Jasmines,78617,06/15/2015,83,"2463 E SH 71 WB Unit 2
AUSTIN, TX 78617
",10488639,Routine Inspection
Restaurante Jasmines,78617,08/01/2014,94,"2463 E SH 71 WB Unit 2
AUSTIN, TX 78617
",10488639,Routine Inspection
Rice Bowl Cafe,78758,01/03/2014,76,"11220 N LAMAR BLVD Bunit 306
AUSTIN, TX 78758
",10446331,Routine Inspection
Rice Bowl Cafe,78758,05/13/2015,77,"11220 N LAMAR BLVD Bunit 306
AUSTIN, TX 78758
",10446331,Routine Inspection
Rice Bowl Cafe,78758,07/25/2014,85,"11220 N LAMAR BLVD Bunit 306
AUSTIN, TX 78758
",10446331,Routine Inspection
Rice Bowl Cafe,78758,11/19/2015,76,"11220 N LAMAR BLVD Bunit 306
AUSTIN, TX 78758
",10446331,Routine Inspection
Rice Bowl Cafe,78758,12/17/2014,93,"11220 N LAMAR BLVD Bunit 306
AUSTIN, TX 78758
",10446331,Routine Inspection
